review_id,product_id1,product_cat,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
3948b09f7c818e2d86c9a546758b2335,8cab8abac59158715e0d70a36c807415,sports_leisure,dcb36b511fcac050b97cd5c05de84dc3,5,Super recommend,"reliable seller, ok product and delivery before the deadline.",5/23/2018,5/24/2018
9314d6f9799f5bfba510cc7bcd468c01,3f27ac8e699df3d300ec4a5d8c5cf0b2,consoles_games,403b97836b0c04a622354cf531062e5f,2,,"I WOULD LIKE TO KNOW WHAT THERE, EVER RECEIVED AND THAT BUY NOW ME DECPCIONOU",1/18/2018,1/20/2018
8e15a274d95600fa14f8be64e37a0e67,4fa33915031a8cde03dd0d3e8fb27f01,perfumery,116f0b09343b49556bbad5f35bee0cdf,5,,,3/24/2018,3/26/2018
fdbdb2629a7cde0f66657acc92084e7f,b50c950aba0dcead2c48032a690ce817,sports_leisure,85ce859fd6dc634de8d2f1e290444043,3,,,9/29/2017,10/2/2017
373cbeecea8286a2b66c97b1b157ec46,5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,83018ec114eee8641c97e08f7b4e926f,1,Do the  reached my product,Terrible,8/15/2018,8/15/2018
a2ff510ca4e059c3fefc7a7866571f6f,553e0e7590d3116a072507a3635d2877,bed_bath_table,203096f03d82e0dffbc41ebc2e2bcfb7,4,,,10/6/2017,10/8/2017
80c70bc263881ba6525f6cee1d94ac87,57d79905de06d8897872c551bfd09358,telephony,f848643eec1d69395095eb3840d2051e,5,,,3/17/2018,4/4/2018
d21bbc789670eab777d27372ab9094cc,1c05e0964302b6cf68ca0d15f326c6ba,office_furniture,2807d0e504d6d4894d41672727bc139f,5,"A ""scam",Store Note 10,7/10/2018,7/11/2018
7bcb3c758c67f23638262c731493e848,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bags_acessories,95266dbfb7e20354baba07964dac78d5,5,,,9/9/2017,10/17/2017
0e0190b9db53b689b285d3f3916f8441,5a419dbf24a8c9718fe522b81c69f61a,cool_stuff,f3e7c359154d965827355f39d6b1fdac,5,,thanks for attention waived amim,12/1/2017,12/9/2017
66e4430c5bc6b7e3773886bf1c14d912,21b1c2f67a9aafb5af0eb06c13b9dbda,sports_leisure,fbf9ac61453ac646ce8ad9783d7d0af6,5,,,6/23/2017,6/27/2017
bf566b3910c328733baf7fca7d2be041,c389f712c4b4510bc997cee93e8b1a28,luggage_acessories,acce194856392f074dbf9dada14d8d82,4,,,11/1/2017,11/1/2017
fe3db7c069d694bab50cc43463f91608,1c0c0093a48f13ba70d0c6b0a9157cb7,furniture_decor,dd78f560c270f1909639c11b925620ea,5,,"The purchase was made easily.
The delivery was made long before the given period.
The product is already being used and to the present,
no problems.",3/23/2018,4/1/2018
e07eee7ad7666276bd8b27fbd83fd1ff,89321f94e35fc6d7903d36f74e351d40,food,91b2a010e1e45e6ba3d133fa997597be,5,,beautiful and cheap watch.,3/29/2018,4/2/2018
2c5e27fc178bde7ac173c9c62c31b070,38afdf723b95d455b418a0f57d623c6b,furniture_decor,ecab90c9933c58908d3d6add7c6f5ae3,1,,Did not like ! I bought pig in a poke,12/13/2017,12/16/2017
540e7bbb2d06cfb7f85f3a88ba7ac97f,672e757f331900b9deea127a2a7b79fd,agro_industry_and_ecommerce,f70a0aff17df5a6cdd9a7196128bd354,5,,,1/18/2018,1/18/2018
6a18a4001ae7fd911b3b9fb13686d105,28b4eced95a52d9c437a4caf9d311b95,furniture_decor,1790eea0b567cf50911c057cf20f90f9,5,,,7/19/2017,7/20/2017
58044bca115705a48fe0e00a21390c54,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,989225ba6d0ebd5873335f7e01de2ae7,1,,"Always buy on the Internet and the delivery occurs before the agreed deadline, which I believe is the maximum period. In stark the deadline has already passed and not yet received the product.",4/8/2018,4/9/2018
19a52a2297e5289ab4187d238d335982,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,d887b52c6516beb39e8cd44a5f8b60f7,5,,,8/25/2018,8/26/2018
c92cdd7dd544a01aa35137f901669cdf,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,b276e4f8c0fb86bd82fce576f21713e0,4,Very good.,I got exactly what I expected. The other orders from other sellers delayed but it arrived on time.,6/7/2018,6/9/2018
c0f4c8301f8c29d6f53d239e194bb4c2,23365beed316535b4105bd800c46670e,telephony,8563039e855156e48fccee4d611a3196,5,,,9/12/2017,9/13/2017
08c9d79ec0eba1d252e3f52f14b8e6a9,50fd2b788dc166edd20512370dac54df,electronics,60550084e6b4c0cb89a87df1f3e5ebd9,5,Good,"I recommend ,",6/13/2018,6/13/2018
2170c9452c2216457b36003fe2969fbb,b10eba910a974df70b8a12d0665cdb9e,bed_bath_table,5acce57f8d9dfd55fa48e212a641a69d,5,,very good,3/22/2018,3/30/2018
b193ff3c9f32a01f3a0d9ae26b94d244,4089861a1bd4685da70bddd6b4f974f1,garden_tools,434d158e96bdd6972ad6e6d73ddcfd22,5,Wonderful!,"'M completely in love, super responsible and reliable store!",8/10/2018,8/11/2018
9fd59cd04b42f600df9f25e54082a8d1,fe59a1e006df3ac42bf0ceb876d70969,computers_acessories,7206b86ea789983f7a273ea7fa0bc2a8,1,,Nothing to get my request.,4/21/2017,4/23/2017
ab3056e4fb5a36df4b58c1746e4a6b8f,c6dd917a0be2a704582055949915ab32,cool_stuff,1e7aff52cdbb2451ace09d0f848c3699,2,,,5/13/2018,5/14/2018
eb26c2bfb5030f57dcef30d3f111eb1e,28b4eced95a52d9c437a4caf9d311b95,furniture_decor,6ea2f835b4556291ffdc53fa0b3b95e8,1,,,2/8/2018,2/10/2018
caf7d6d68090fedf0f47b27aff4b4eaf,0b0172eb0fd18479d29c3bc122c058c2,electronics,948097deef559c742e7ce321e5e58919,5,,,12/5/2017,12/7/2017
86c5cfa7fcbde303f704b60a78ced7d6,0b0172eb0fd18479d29c3bc122c058c2,electronics,d22e9fa5731b9e30e8b27afcdc2f8563,5,perfect delivery,Very good. very smelly.,6/13/2018,6/14/2018
6f3eb43ec2f5092cf04c8d705864a8ac,0b0172eb0fd18479d29c3bc122c058c2,electronics,ee64d42b8cf066f35eac1cf57de1aa85,5,,,3/11/2018,3/14/2018
3dc0777d97733a1d066f5b781e91577f,dbaee28f4ee64465838a229582d77520,construction_tools_construction,6ebaec694d7025e2ad4a05dba887c032,4,,,3/29/2018,3/31/2018
e363a3c172db72d6a8b82d0726cd2ddb,dbb67791e405873b259e4656bf971246,computers_acessories,d17dc4a904426827ca80f2ccb3a6be56,5,,,1/25/2018,2/18/2018
890ec1767be8eb104877db6d68eaade5,84f456958365164420cfc80fbe4c7fab,bed_bath_table,25f4376934e13d3508486352e11a5db0,5,,"otimo seller came up before the deadline, loved the product",5/13/2017,5/14/2017
23f570a1b0db9566bee04521a0410c54,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,5820a1100976432c7968a52da59e9364,5,,,9/22/2017,9/23/2017
7d9ac3e98adc0c8ad579e6a2257d79f9,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,2ce1ad82022c1ba30c2079502ac725aa,5,,quiet and efficient purchasing process.,4/24/2018,4/25/2018
c41bd21983e298a240410ebb391bf075,30c01cc81c9eb80469371743813789cc,pet_shop,138849fd84dff2fb4ca70a0a34c4aa1c,5,,Q I hope it lasts is pelinho.,5/19/2017,5/21/2017
e233e51d11511bf30e568c76360ace52,777d2e438a1b645f3aec9bd57e92672c,bed_bath_table,47aa4816b27ba60ec948cd019cc1afc1,1,,"I received only one control Midea Split STYLE.
Missed Remote Control Air Conditioning Consul",1/28/2018,2/4/2018
1a74d76543e1b419b48daebee364c281,884fa3cd42986ba480ea2f8ae4e25ff7,computers_acessories,9faeb9b2746b9d7526aef5acb08e2aa0,5,,,7/14/2018,7/16/2018
1edd1a85161468a77e5fcb165be9b294,bdcf6a834e8faa30dac3886c7a58e92e,health_beauty,641fb0752bf5b5940c376b3a8bb9dc52,5,"A ""scam",,6/2/2018,6/2/2018
94c4db81ff5c234f53b54a15a8a41583,a5341e3f8155dbb3e62323d3ea289729,furniture_decor,e425680f760cbc130be3e53a9773c584,5,,,12/15/2017,12/17/2017
3d94fd645cdaacc8c9f0dc0a2a1f5166,e19ddcc85537b41f22116c8d5425ef46,furniture_decor,40c5e18f7d112b59b3e5113a59a905b3,5,,good,3/21/2017,3/22/2017
cb6fe4f91f83d9222b7c8e14959055e1,e6b6e13cf71449a457269f425b89dc74,audio,734e7d1bbaeb2ff82521ca0fe6fb6f79,3,,,5/10/2018,5/13/2018
45a523faa4defdf60118a90301b8a23e,13fcfc313dfb2217e5ee3000a702f9ef,sports_leisure,66e4624ae69e7dc89bd50222b59f581f,3,,,10/27/2017,10/27/2017
6eab2c9b7ea4975a0b0357a4c464b356,4e3f399366b0047a572b6682f9bb166e,books_technical,a685d016c8a26f71a0bb67821070e398,4,,,5/31/2018,6/4/2018
500c05500aa275953129f49799ee5c73,18901878788fec7ddc55e64d1ace8187,baby,2edfd6d1f0b4cd0db4bf37b1b224d855,5,Very beautiful,Very beautiful,7/25/2018,7/25/2018
399133d47ddc5f40df57c1ceba4e4540,0c4d0a08f95c7b7dc5dc7402bfdafd4c,computers_acessories,68873cf91053cd11e6b49a766db5af1a,5,,,4/3/2018,4/3/2018
6a0969d0769d2f3ff6438809a1cc455e,35537536ed2b4c561b4018bf3abf54e0,sports_leisure,f346ad4ee8f630e5e4ddaf862a34e6dd,5,,"It took everything as being contracted delivery performed before the deadline
 I am satisfied
",6/2/2017,6/3/2017
8a64945e89526e68bc16383391590232,fe077ec80df6b4ee60bb4498d5ab1962,computers_acessories,8f06cc6465925031568537b815f1198d,5,,"I loved thought it was beautiful, very delicate loved",4/18/2018,4/18/2018
ca7402594d96f3231ee1bbae27da1e29,430d215740da7fdda91cc938f8fd92f6,telephony,ccbabeb0b02433bd0fcbac46e70339f2,5,,,2/20/2018,2/21/2018
c0dbf9a325d2a2fece43873be47191e1,892832da5b05b0f54578e1f14f193c22,cool_stuff,688052146432ef8253587b930b01a06d,4,,"Great store for partnership: very rapid, well packaged and quality products! Only the cost of shipping which was half sour.",4/4/2018,4/6/2018
9924ac6169f2edc95ca3394e529f9580,6490b9f63b0b595e1c1402b46b0f50ad,telephony,f271576bed568e896f99eb710cd3a6f8,5,,,2/27/2018,3/2/2018
e12a8d938f3092e010627d001f91d137,71c89e9d8fa274b017279aa322cd0e19,furniture_decor,686541986ecfb7d9296eb67719973bf0,5,,,6/3/2018,6/6/2018
109b5ce2dd11bb8460eff3b86da6fefc,df3655ac9aa8c6cbfa63bdd8d3b09c50,telephony,68e48e68da1f50f7c5838ea75e3a20dd,5," ""thymus Product!",I recommend the seller ...,8/17/2018,8/17/2018
6d06808638ec0701bccd70bc8d462c28,059344baebbeaa42fa9f2bbe11b1583e,construction_tools_light,b52cc4919de82b4d696a4380d10804a3,1,,"The product did not arrive on schedule and caused disorder, cause programmed my son's holiday trip, based on time. I live in Bahia and he in Cuiabá alone. Now the house is empty.",12/9/2016,12/19/2016
750d4311e8ddb6cba549ee86f06f0cca,d9bdf643d95cb89844c0da1a0df1d16e,perfumery,fdf128b3630c21adc9ca4fb8a51b68ec,5,,"Product delivered as requested, and very briefly. Congratulations!
",8/9/2017,8/9/2017
951a3591f5bcc0b0c558461c9bf49d8e,7614c62b86a81021243e438cfde78ccc,health_beauty,a6aeb116d2cb5013eb8a94585b71ffef,3,,,7/14/2018,7/14/2018
77ed4f94b3638d1f0b0a2dd781c11a8c,01c666c82f414c762ad21bffa56e8b49,toys,fa516182d28f96f5f5c651026b0749ee,5,,,4/10/2018,4/12/2018
2a3eba09af2fbcd3a20580e62e7b7465,c2ece64199af7a53793ed9612a89a8cd,furniture_decor,6abaad69b8b349c3a529b4b91ce18e46,4,,,1/31/2018,2/1/2018
8b230a1373c6dc4bd867099fda1d7039,cc47c0863559499f01b4cad750929d10,cool_stuff,974c1993ab8024d3ed16229183c2308d,3,,I bought two units and only received one and now what I do?,11/9/2017,11/10/2017
4a1c0e7a111f33f2be53506db4887b1a,a6f449f6257f26e556013151cee46b4b,stationery,82bce245b1c9148f8d19a55b9ff70644,5,,,8/28/2018,8/29/2018
cb2fc3e5711b5ae85e0491ee18af63ed,2d9ff06c8870a518f5f6909774e140fb,housewares,a910f58086d58b3ae6f37aa712d377b9,3,,"Good product, but it came to me does not fit the picture of the ad.",1/31/2018,1/31/2018
60c714ed14cef913944a3147094a4742,2d9ff06c8870a518f5f6909774e140fb,housewares,bd4bd0194d6d29f83b8557d4b89b572a,1,,"very inferior product, hardly over.",7/3/2018,7/5/2018
b42460e68676135205af8b8c13baf6ae,97c58626cc3e15d514d2095f69650220,perfumery,634e8f4c0f6744a626f77f39770ac6aa,5,,,7/29/2017,8/1/2017
505587fad6e7130f579fe9f02017ede4,d54c5b81fc2b38707588dd4eddc7c594,furniture_decor,6d25592267349b322799e2beb687871e,4,,,6/14/2018,6/18/2018
c45811d9f90e22a81155b3a1e4a5c2e8,9eae06d51aaa383b2bed5547a19d581c,bed_bath_table,b8801cccd8068de30112e4f49903d74a,5,I recommend ALWAYS !!,The canine patrol backpack kit is beautiful !! My grandson will love !! Thanks!!,6/19/2018,6/19/2018
e29ab4a671400c41322e4855de633c6a,d41dc2f2979f52d75d78714b378d4068,consoles_games,2711a938db643b3f0b62ee2c8a2784aa,5,,Wonderful,8/9/2017,8/11/2017
c577faa817a66c6f1492728435f53cd0,880be32f4db1d9f6e2bec38fb6ac23ab,toys,3bc77ce8be27211bac313c2daa402d1a,5,,,1/12/2018,1/14/2018
8c6537ae1519a3c0375e4fd45438344b,ae27a5524edb2c8dc4656c670f458fb7,housewares,10c320f977c6a18f91b2d14be13128c6,5,,,4/6/2018,4/7/2018
34e5d18f3bb64d586812f8f1d8b53097,bd7cab8de4d7943286634023cc06f8ff,baby,0a4a2fccb27bd83a892fa503987a595b,4,,,3/31/2017,4/1/2017
5733e2aeeb52b99d044a2a3644e1305d,c8e7c2ef329fcda4a233e7e2f8bb8b7d,housewares,e4de6d53ecff736bc68804b0b6e9f635,5,,,2/23/2018,2/23/2018
a34d2c4ace97245460e240e07db0212d,54e5063e43f27f747d592eb24e913150,industry_commerce_and_business,6b860b35691d486e45dc98e3514ec5f6,5,,,5/15/2018,5/20/2018
9bdb93e1339cdbc9bbfd95c5df00f82b,08279c494018541f71443c07d77560f8,housewares,ec341c54a5ebf8ee0a67a8632aa7579b,5,,,4/24/2018,4/25/2018
0bd4dcc4f6c4621baf37f73495cad8c4,2b939dc9b176d7fa21594d588815d4a4,luggage_acessories,cadbb3657dac2dbbd5b84b12e7b78aad,3,,Delivery within,3/23/2017,3/23/2017
888f11883ff85fa5c07e6ae1192d85c4,2b939dc9b176d7fa21594d588815d4a4,luggage_acessories,9defaf92cff22420e4e8ef7784815a55,5,,Fulfill its promise to purchase and with a delivery time in satisfactory,1/4/2018,1/5/2018
65dfeb60c40e3cbb0a1838285d86f885,87b08e712cc4c9fe70984c5a24b29e2f,toys,20e0101b20700188cadb288126949685,1,,I asked refund and unanswered until now,3/8/2018,3/8/2018
50a1eaa2f96d6f3e02d0cd68d92bab75,e1bf2f209fd2b08e1af3ed71732d9008,pet_shop,0e782c3705510e717d28907746cbda82,5,***** I recommend,Super fast.,5/10/2018,5/11/2018
1090909faae22e5ab76903e8493063f1,1f9799a175f50c9fa725984775cac5c5,bed_bath_table,d3d6788577c9592da441752e8a1dd5e3,1,,,3/7/2018,3/7/2018
7b2d3a4794961271f9150b21fecfeed0,13944d17b257432717fd260e69853140,bed_bath_table,86f21bf63784876b9fd6d35f46581d72,5,,,4/6/2018,4/8/2018
31b63ea961f9f43c21209d729d1c78e5,84904413b82eee333a3f79137e8d197e,garden_tools,8447ff843b2616c50c0ced28ab1dae03,5,,,8/17/2018,8/31/2018
4d36f8266245b00faebc520e9cd963c0,0f2fd0a589cb7849c1dbedbd4109c2f8,health_beauty,f169bd689fb8b32ccd62df9050aebc0b,2,,,3/17/2018,3/17/2018
71bc170a5ad41ee9dee95f82a17860a8,8a6187b2665118d5095f99a25fd7ba7a,bed_bath_table,77e9941864fc840be8e4b1ba5347c0f7,5,,,8/3/2017,8/3/2017
c5be8de5421e658a45042d6ca6a4ff64,ec02a5d380128f7a188e9ce8f3ddd832,cool_stuff,41bb5cee06dbf170878a9ef93ac7e7f5,5,,,12/12/2017,12/13/2017
0c8b57ea62de568f13a0e101d344977e,71a5f1c2a5fd9889ef26b5ac22aec9c6,furniture_decor,6a0a8bfbbe700284feb0845d95e0867f,5,,,7/12/2017,7/13/2017
edfbad2944ea758725486c3bbcd04f49,4c1bbc12438daec98a77243c2bf7a3ba,office_furniture,f7959f8385f34c4f645327465a1c9fc4,3,,,3/28/2018,3/31/2018
bbf6c18e7c5a88b6adcb69af3b971207,3a264b078bf20e98f315ff65c23fa263,toys,23f553848a03aaab35bb3f9f87725125,5,,,10/31/2017,11/6/2017
436f71c9cc0c1aab7f51dc0cd0820516,38fa750a3a3b3204f169c86a3284d387,sports_leisure,e3447938231fb6ba2fee0231b51eca59,5,,"Pleased
",11/22/2017,11/22/2017
a47baae36cb2d3f2d8ab6449aee69ee4,99e71b776debf2f01a69dce207e3e4f8,perfumery,e346cd9299371b18c0b28e8e29a5e376,4,,,12/19/2017,12/22/2017
b83bcebb69cf373474b4cc3b10eb0bcc,99e71b776debf2f01a69dce207e3e4f8,perfumery,a5474c0071dd5d1074e12d417078bbd0,4,,,12/13/2017,12/15/2017
97d4feff1fd7129bee6cde095b9dac2a,62984ea1bba7fcea1f5b57084d3bf885,sports_leisure,0760a852e4e9d89eb77bf631eaaf1c84,5,,"station parabens ... always comes with muiiita advance ..

Thank you....",6/24/2017,6/29/2017
352609f0f2d34ce5d3b8de817ee948d5,a4d286543a67e29c930c99cbd7a55a8f,housewares,bb7c5cf4dff9994daeab7c8ee9d287aa,3,Do the  received the product.,,8/25/2018,8/25/2018
28f275d52ccd8b6614b71430481450fd,452f66a0f164cac57802e2cea93188ac,construction_tools_construction,66d03fb3c4b0f80b5db04ef9c260336d,5,,,6/21/2018,6/21/2018
d23ac17822a812782cf7f848b2a8b38b,fadc89c2a60ff96b18827644074dfd70,housewares,a6cd683d4bd3b9b1f0aa37b27f8116d3,1,,,4/22/2018,4/26/2018
52844d80504646db0b746167070b9db0,db886bd83f6a076a2caeb7fd02722c35,computers_acessories,bfe42c22ecbf90bc9f35cf591270b6a7,5,,,5/10/2018,5/11/2018
1692078634b63c7f25aa90ee746ec498,41402af2a88247152583bb812ba235dd,watches_gifts,e1da8361c76cab67aa3588a1fbf1af54,5,GREAT,OK recommend,5/23/2018,5/28/2018
7df70380ca80dea85f0a7f1f57fa2f87,3fbc0ef745950c7932d5f2a446189725,health_beauty,af5b0604e113e1526593d505a26ef39d,5,,,1/30/2018,1/30/2018
ff722b4c68783a4459a3adb9bb4e1d0d,500870614ddcf5bd84f7d26861026c8a,telephony,9d531c565e28c3e0d756192f84d8731f,3,,"Product arrived, but my PC is unable to recognize the USB ports.",1/16/2018,1/18/2018
8055e963f26f70c406ca517b2c2848e6,656e0eca68dcecf6a31b8ececfabe3e8,computers_acessories,4da3bd761ca73d692ae0f5c252495546,5,,"Product of very good quality, arrived before the promised time",12/17/2017,12/19/2017
7404a400814a04b9776eb50e1ef725d8,656e0eca68dcecf6a31b8ececfabe3e8,computers_acessories,80d817467dc3d0a4bb5ab8986c962b1f,5,,,10/24/2017,10/25/2017
c2babb5fd0e3e13707274820a7227d25,4bc3ab2ff016887e619e587a993af3bf,watches_gifts,c75acba615d2db29345327974641467d,5,,,8/2/2018,8/3/2018
e128c3709dfb7fe87f162f7b34d1cc92,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,210e60465099814a1d2c7635e4065153,5,,,3/16/2018,3/17/2018
ae728c1061bf163b4bd256ad9ee0bb83,3f14d740544f37ece8a9e7bc8349797e,computers_acessories,8fc207e94fa91a7649c5a5dab690272a,1,,"This was the request
Bucket With 128 parts - Mounting Blocks 2 units - US $ 25.00 each (NOT delivered)
Sold and delivered targaryen
Eva mat Letters No. 36 Parts 1 Children un - R $ 35.90 (THIS WAS given over",1/4/2018,1/10/2018
41926e45719f9b923357ea3bb222195f,8b5632d7a4f86bd2f1331355305427e6,furniture_decor,4b3a605942f29d490cb74bd6ace6b9f0,5,,"Very fast delivery
Congratulations",8/29/2017,8/29/2017
2dfefb93bf83b269520fd5b13c917c31,5e21d5cab5d33e770d8150a4ee6117db,watches_gifts,1c35ac660d7ef6691b25d20df3d6eccb,5,,,10/26/2017,10/26/2017
f195f1c82cc4be5839a1a3a2babf3a50,d0fb1e667e989933a80444f93da833c0,housewares,01a75ac3dd000b7628a684be97c29234,5,,,1/10/2018,1/17/2018
72730619a00e0ecdecf0a4ff862d8996,01cf56cd6138b926a4802d16fc304149,electronics,0c6b011f8a4f87010c23995f5807d152,1,,I bought three packages of five each transfer paper sheets to dark fabric and only received two,11/7/2017,11/8/2017
ba3e82857e13ba647e843f5a4ade76c1,9545d45c37449ccbc376de3a04c66e71,health_beauty,ee0c5c649e17808bc4a363d3a80ebf85,4,,,6/26/2018,6/26/2018
c5d83c2523ef15209c8faf5133a7bafb,86a11a09edde2267675505fc4d56d9b0,auto,f2fa3795760c35b8c05fa8e2f09d5143,4,,"I was just missing a product I received today, thank you!
All right!

Att

Elenice.",12/16/2017,12/19/2017
5b713e49352337557efe509b2e801183,19f0917ba5781b978298ffcd9ae225c1,consoles_games,3923e3ade70348985bd2ca389905cf19,1,,,11/23/2017,11/23/2017
4e18511741b7ba8896f192fae5858e0a,ff6caf9340512b8bf6d2a2a6df032cfa,0,e37797aedc7cd4ef82278fbc169eecaf,4,,,7/13/2018,7/16/2018
ba7e2a294a1c84d89bb8346d5343b74e,9df0e8a7eef2a38b74e6d5c0e224b11f,furniture_decor,35660aec0cc42b6257e24281ee0e6255,5,,,7/27/2017,7/27/2017
ad0fb518df54cbb079834b68141941ee,a9c404971d1a5b1cbc2e4070e02731fd,0,b01875821b8dcb6abc61776f0f971bce,4,,,8/10/2018,8/14/2018
deb68e90fe56fe23b61f76e429516f26,389d119b48cf3043d311335e499d9c6b,garden_tools,5164933efe0cd14f31424b9badf81f19,5,,,9/14/2017,9/15/2017
766fc608e4f2683020fb0a121d9db23e,c589625c8ccc7bfd2e8f1fb041e24c4a,health_beauty,06a6627d9cc91a04e9d146bf65fee0a2,5,,"Thermal bag as well as beautiful is super spacious. Product according to the announced and super fast delivery, delivered well before the deadline.",1/10/2018,1/11/2018
5c37d7ba6ef2f031c34bb4fda3454018,8c5876b1c7768217964f353bc7e64393,telephony,15bed8e2fec7fdbadb186b57c46c92f2,2,,It took more for delivery,12/17/2017,12/17/2017
e9cb7f668e6443a90158f7f9c90ab0f5,cd71c76f5ab15f51f24fb214fc42d8ab,perfumery,5447160f15621601fa9ba2b94f4906b3,5,,,12/27/2017,1/1/2018
83414f98136ce687f7eb69e555b2519c,28a652ff04e43c1bc57937a9f8770f9b,stationery,01855f880aae9a984c7c33b26fcf2e02,5,,super fast delivery .... came before the date ...,10/24/2017,10/25/2017
46d8249ea59101c7288936c3e6f155d7,0c753fe6a58dfa7a27bda5de76e779c3,sports_leisure,65312c6e4ce03c0fb633a4ac541949d8,3,delivery delayed,The delivery was split in two. There was no statement from the store. I even thought that they had only sent part of the product.,1/20/2018,5/15/2018
346317f9aff540395fe46893611854f8,5a848e4ab52fd5445cdc07aab1c40e48,0,741fd1b80f015f170a7f458cf86769b8,1,,It does not work does not sync,9/17/2017,9/18/2017
2685a4800004a12ec09d27264ff1915f,68c923fddf7f83316b53252eaf830724,cool_stuff,b16cec67cb3f5a4bb31abe8988b43d19,5,,I recommend to all customers,10/22/2016,10/26/2016
0dc56be1dabd04c994a0fce5478bb16d,601a360bd2a916ecef0e88de72a6531a,cool_stuff,e6190dea235662449d160357e46eaec8,4,,,10/10/2017,10/11/2017
c422274e50e900b46fee429016c5458d,84f456958365164420cfc80fbe4c7fab,bed_bath_table,8eeda294fab8a5ed70259afb59a10ff8,3,,Liked it,9/24/2017,9/25/2017
369d4e59eab6f38a28c5033120180bdd,84f456958365164420cfc80fbe4c7fab,bed_bath_table,89165e6d4c28047da0adf13ac8b3e1b3,5,,,6/22/2017,6/22/2017
5a27bebda2d497ab1fbc6f425abdc6b8,0c4a0f8ab44f9acd2d04e7024f9ba362,food,f376081d7c5f1767fbc7fae2d19ca32e,5,,,4/12/2018,4/13/2018
a95d9b8de163612abddc0a2aae1131d5,0c4a0f8ab44f9acd2d04e7024f9ba362,food,4b87488fb6269f8321508923b95da4d6,3,,,8/26/2018,8/28/2018
4ada105731802020d66105508076cb49,0c4a0f8ab44f9acd2d04e7024f9ba362,food,e9ce52cd563d0124dced659e69eab10a,3,,,2/1/2018,2/1/2018
